用户id,最后一周登录天数,最后一周登录次数,最后一周0.8点登录次数,最后一周8.18点登录次数,最后一周18.24点登录次数,注册至今距离天数,是否付费
1000117988,1,6,1,3,2,3,0
1000117989,3,7,3,1,3,13,0
1000117990,2,5,2,2,1,4,0
1000117991,2,5,1,3,1,13,0
1000117992,4,3,1,1,1,20,0
1000117993,3,8,2,3,3,16,0
1000117994,1,9,3,4,2,8,0
1000117995,1,6,3,2,1,15,0
1000117996,1,6,3,2,1,16,0
1000117997,3,3,1,1,1,19,0
1000117998,4,7,1,3,3,5,0
1000117999,6,7,1,4,2,4,0
1000118000,3,6,3,1,2,17,0
1000118001,5,7,3,1,3,3,0
1000118002,1,8,2,3,3,15,0
1000118003,6,8,3,2,3,14,0
1000118004,3,4,1,2,1,6,0
1000118005,6,5,2,1,2,3,0
1000118006,4,7,2,3,2,12,0
1000118007,2,8,2,4,2,3,0
1000118008,2,4,2,1,1,16,0
1000118009,1,4,2,1,1,12,0
1000118010,4,10,3,4,3,18,0
1000118011,4,8,1,4,3,8,0
1000118012,3,7,1,4,2,15,0
1000118013,5,5,1,2,2,12,0
1000118014,3,5,1,1,3,7,0
1000118015,3,9,2,4,3,17,0
1000118016,6,8,1,4,3,7,0
1000118017,2,5,2,2,1,18,0
1000118018,4,8,3,4,1,18,0
1000118019,5,6,3,2,1,1,0
1000118020,2,6,2,1,3,12,0
1000118021,5,5,1,1,3,7,0
1000118022,3,8,1,4,3,13,0
1000118023,6,7,1,4,2,1,0
1000118024,5,8,3,2,3,17,0
1000118025,5,10,3,4,3,8,0
1000118026,6,3,1,1,1,6,0
1000118027,1,4,2,1,1,9,0
1000118028,4,6,1,3,2,17,0
1000118029,5,7,3,2,2,7,0
1000118030,3,8,2,4,2,5,0
1000118031,3,8,3,2,3,1,0
1000118032,2,4,2,1,1,9,0
1000118033,6,7,3,3,1,14,0
1000118034,2,6,3,1,2,9,0
1000118035,3,6,3,1,2,13,0
1000118036,3,5,3,1,1,18,0
1000118037,4,8,3,3,2,20,0
1000118038,4,7,2,2,3,20,0
1000118039,3,3,1,1,1,12,0
1000118040,4,6,1,4,1,17,0
1000118041,1,8,2,3,3,8,0
1000118042,1,7,2,3,2,10,0
1000118043,6,7,2,3,2,11,0
1000118044,5,3,1,1,1,13,0
1000118045,6,5,1,3,1,16,0
1000118046,1,6,2,1,3,20,0
1000118047,6,8,3,3,2,5,0
1000118048,3,9,2,4,3,13,0
1000118049,1,4,1,1,2,5,0
1000118050,3,7,1,3,3,14,0
1000118051,2,8,3,4,1,6,0
1000118052,6,7,2,4,1,20,0
1000118053,4,7,3,2,2,7,0
1000118054,2,7,2,3,2,4,0
1000118055,6,8,3,2,3,5,0
1000118056,4,6,3,1,2,1,0
1000118057,3,7,3,1,3,16,0
1000118058,1,5,1,2,2,7,0
1000118059,5,7,1,4,2,17,0
1000118060,6,8,2,3,3,18,0
1000118061,6,3,1,1,1,2,0
1000118062,2,7,2,2,3,4,0
1000118063,6,7,3,2,2,8,0
1000118064,4,7,3,3,1,12,0
1000118065,4,5,3,1,1,5,0
1000118066,6,9,3,4,2,18,0
1000118067,6,9,2,4,3,19,0
1000118068,3,6,3,2,1,6,0
1000118069,5,7,1,4,2,4,0
1000118070,6,5,2,1,2,1,0
1000118071,4,7,1,4,2,12,0
1000118072,2,6,2,3,1,6,0
1000118073,2,7,2,2,3,12,0
1000118074,3,8,2,4,2,18,0
1000118075,4,8,3,2,3,4,0
1000118076,2,7,2,2,3,11,0
1000118077,5,6,1,3,2,17,0
1000118078,3,7,2,3,2,14,0
1000118079,2,6,3,2,1,19,0
1000118080,5,3,1,1,1,2,0
1000118081,6,8,3,3,2,9,0
1000118082,2,10,3,4,3,19,0
1000118083,5,8,2,4,2,6,0
1000118084,4,7,1,4,2,15,0
1000118085,5,4,1,1,2,13,0
1000118086,6,8,2,4,2,19,0
1000118087,5,7,1,4,2,1,0
1000118088,3,4,2,1,1,4,0
1000118089,1,8,3,3,2,18,0
1000118090,5,7,3,3,1,6,0
1000118091,2,5,1,2,2,10,0
1000118092,3,6,1,3,2,5,0
1000118093,5,9,2,4,3,8,0
1000118094,4,6,2,2,2,9,0
1000118095,6,4,2,1,1,16,0
1000118096,6,6,1,2,3,9,0
1000118097,2,5,1,2,2,9,0
1000118098,5,8,2,4,2,14,0
1000118099,4,4,1,2,1,14,0
1000118100,4,3,1,1,1,20,0
1000118101,6,6,1,3,2,16,0
1000118102,4,6,3,2,1,6,0
1000118103,1,7,3,1,3,11,0
1000118104,1,7,3,2,2,10,0
1000118105,5,6,2,1,3,15,0
1000118106,3,4,1,1,2,8,0
1000118107,1,6,2,3,1,9,0
1000118108,5,5,2,2,1,11,0
1000118109,4,5,1,2,2,11,0
1000118110,6,5,1,1,3,10,0
1000118111,4,7,3,2,2,8,0
1000118112,4,7,1,4,2,7,0
1000118113,4,6,1,2,3,7,0
1000118114,3,3,1,1,1,20,0
1000118115,4,5,3,1,1,19,0
1000118116,5,7,1,3,3,5,0
1000118117,3,9,3,4,2,11,0
1000118118,2,9,3,3,3,10,0
1000118119,1,8,2,4,2,10,0
1000118120,5,6,2,3,1,5,0
1000118121,4,9,3,4,2,19,0
1000118122,2,6,2,2,2,18,0
1000118123,5,7,1,4,2,5,0
1000118124,1,5,2,2,1,12,0
1000118125,1,9,2,4,3,1,0
1000118126,3,7,3,1,3,16,0
1000118127,5,6,2,1,3,16,0
1000118128,5,6,3,1,2,9,0
1000118129,4,6,2,1,3,16,0
1000118130,3,6,1,2,3,7,0
1000118131,2,5,1,1,3,18,0
1000118132,2,5,1,2,2,19,0
1000118133,3,6,3,1,2,2,0
1000118134,1,7,2,4,1,14,0
1000118135,5,8,3,3,2,1,0
1000118136,4,7,3,1,3,15,0
1000118137,3,5,2,1,2,17,0
1000118138,2,6,1,2,3,11,0
1000118139,1,7,3,1,3,17,0
1000118140,1,6,2,3,1,1,0
1000118141,1,8,3,2,3,15,0
1000118142,1,6,1,3,2,10,0
1000118143,4,8,1,4,3,5,0
1000118144,2,6,1,4,1,3,0
1000118145,1,7,3,2,2,7,0
1000118146,3,7,3,3,1,7,0
1000118147,3,8,2,3,3,17,0
1000118148,4,6,3,2,1,20,0
1000118149,4,3,1,1,1,7,0
1000118150,4,5,1,3,1,20,0
1000118151,1,7,1,3,3,20,0
1000118152,1,9,2,4,3,13,0
1000118153,1,6,3,2,1,14,0
1000118154,1,7,3,3,1,20,0
1000118155,3,4,1,2,1,2,0
1000118156,5,8,2,4,2,16,0
1000118157,4,9,3,3,3,17,0
1000118158,4,8,3,3,2,16,0
1000118159,2,7,2,3,2,12,0
1000118160,6,9,3,4,2,15,0
1000118161,4,8,3,2,3,14,0
1000118162,4,6,1,4,1,4,0
1000118163,6,7,1,3,3,17,0
1000118164,5,6,1,2,3,3,0
1000118165,5,7,2,3,2,11,0
1000118166,5,5,2,1,2,6,0
1000118167,1,6,1,4,1,11,0
1000118168,2,4,1,1,2,18,0
1000118169,4,6,3,1,2,1,0
1000118170,1,6,2,3,1,18,0
1000118171,5,5,1,3,1,9,0
1000118172,2,7,3,1,3,3,0
1000118173,2,5,2,2,1,6,0
1000118174,3,7,1,4,2,5,0
1000118175,1,7,1,3,3,4,0
1000118176,4,6,3,2,1,12,0
1000118177,6,5,2,1,2,10,0
1000118178,3,7,3,2,2,8,0
1000118179,4,6,3,2,1,15,0
1000118180,4,5,2,1,2,1,0
1000118181,3,6,1,4,1,15,0
1000118182,2,8,2,3,3,7,0
1000118183,1,3,1,1,1,13,0
1000118184,3,7,3,1,3,7,0
1000118185,1,5,1,1,3,5,0
1000118186,3,6,1,3,2,11,0
1000118187,1,7,2,4,1,15,0
1000118188,2,7,2,2,3,16,0
1000118189,1,6,1,3,2,11,0
1000118190,3,5,1,3,1,4,0
1000118191,1,8,3,3,2,6,0
1000118192,6,5,2,1,2,6,0
1000118193,2,3,1,1,1,7,0
1000118194,5,6,2,1,3,12,0
1000118195,5,5,1,2,2,8,0
1000118196,3,9,3,3,3,12,0
1000118197,4,9,2,4,3,10,0
1000118198,6,6,1,2,3,12,0
1000118199,3,7,2,4,1,19,0
1000118200,6,6,2,3,1,7,0
1000118201,3,6,2,1,3,9,0
1000118202,3,9,3,3,3,2,0
1000118203,6,5,3,1,1,7,0
1000118204,3,6,2,1,3,2,0
1000118205,6,8,1,4,3,19,0
1000118206,4,5,1,1,3,3,0
1000118207,1,10,3,4,3,19,0
1000118208,5,6,2,1,3,5,0
1000118209,1,4,1,2,1,9,0
1000118210,1,4,1,1,2,11,0
1000118211,3,7,3,1,3,13,0
1000118212,2,7,2,2,3,16,0
1000118213,3,7,2,3,2,2,0
1000118214,2,4,1,2,1,10,0
1000118215,5,8,3,4,1,12,0
1000118216,3,7,3,3,1,19,0
1000118217,4,7,2,4,1,13,0
1000118218,5,5,2,2,1,17,0
1000118219,2,8,3,4,1,15,0
1000118220,4,10,3,4,3,20,0
1000118221,1,5,1,3,1,12,0
1000118222,2,6,3,2,1,7,0
1000118223,5,7,1,3,3,12,0
1000118224,5,7,3,3,1,4,0
1000118225,6,6,2,1,3,15,0
1000118226,6,7,2,2,3,1,0
1000118227,4,5,1,3,1,5,0
1000118228,6,4,2,1,1,6,0
1000118229,3,7,3,3,1,9,0
1000118230,3,9,3,4,2,12,0
1000118231,4,9,3,3,3,11,0
1000118232,5,7,2,4,1,3,0
1000118233,6,6,1,4,1,11,0
1000118234,2,7,3,3,1,8,0
1000118235,3,6,2,2,2,14,0
1000118236,5,7,1,4,2,15,0
1000118237,2,9,2,4,3,15,0
1000118238,3,4,1,2,1,9,0
1000118239,6,6,1,3,2,12,0
1000118240,6,9,2,4,3,4,0
1000118241,3,9,2,4,3,9,0
1000118242,3,6,1,2,3,8,0
1000118243,5,6,1,2,3,13,0
1000118244,2,4,1,1,2,16,0
1000118245,2,7,1,3,3,11,0
1000118246,5,6,2,2,2,9,0
1000118247,2,9,2,4,3,17,0
1000118248,3,7,1,4,2,2,0
1000118249,2,6,2,1,3,6,0
1000118250,6,8,2,4,2,2,0
1000118251,1,7,2,2,3,18,0
1000118252,2,5,3,1,1,7,0
1000118253,2,7,2,3,2,17,0
1000118254,4,6,1,2,3,17,0
1000118255,2,6,1,4,1,7,0
1000118256,1,7,2,4,1,14,0
1000118257,4,5,1,3,1,15,0
1000118258,1,4,2,1,1,8,0
1000118259,1,6,3,2,1,16,0
1000118260,2,8,1,4,3,7,0
1000118261,6,6,2,1,3,14,0
1000118262,3,5,1,2,2,20,0
1000118263,4,7,2,3,2,2,0
1000118264,1,5,1,3,1,12,0
1000118265,1,6,3,2,1,12,0
1000118266,6,7,3,2,2,19,0
1000118267,6,6,1,3,2,1,0
1000118268,2,8,3,2,3,8,0
1000118269,2,7,2,4,1,17,0
1000118270,5,7,1,3,3,6,0
1000118271,3,6,1,2,3,3,0
1000118272,3,7,3,1,3,4,0
1000118273,2,3,1,1,1,17,0
1000118274,5,9,2,4,3,19,0
1000118275,5,3,1,1,1,9,0
1000118276,4,6,1,2,3,1,0
1000118277,1,6,3,1,2,19,0
1000118278,5,4,1,2,1,6,0
1000118279,3,4,1,1,2,20,0
1000118280,6,7,3,2,2,5,0
1000118281,4,4,1,2,1,11,0
1000118282,3,8,1,4,3,17,0
1000118283,2,6,1,4,1,15,0
1000118284,4,5,2,1,2,16,0
1000118285,5,5,2,2,1,14,0
1000118286,4,7,2,4,1,18,0
1000118287,1,5,2,2,1,2,0
1000118288,4,8,2,3,3,1,0
1000118289,5,4,2,1,1,4,0
1000118290,3,4,2,1,1,1,0
1000118291,4,7,3,2,2,10,0
1000118292,2,4,1,1,2,5,0
1000118293,6,6,2,3,1,10,0
1000118294,2,5,1,3,1,5,0
1000118295,4,6,1,3,2,18,0
1000118296,5,7,3,1,3,4,0
1000118297,1,6,1,2,3,8,0
1000118298,4,9,3,4,2,3,0
1000118299,6,6,1,4,1,15,0
1000118300,3,8,3,3,2,1,0
1000118301,1,8,3,2,3,13,0
1000118302,4,6,1,3,2,4,0
1000118303,5,8,3,2,3,7,0
1000118304,5,5,1,1,3,17,0
1000118305,1,4,1,1,2,12,0
1000118306,4,3,1,1,1,19,0
1000118307,6,6,3,1,2,3,0
1000118308,5,7,3,2,2,8,0
1000118309,3,8,2,3,3,5,0
1000118310,6,7,2,2,3,11,0
1000118311,6,7,2,3,2,11,0
1000118312,2,7,3,2,2,8,0
1000118313,2,4,2,1,1,15,0
1000118314,1,6,3,1,2,10,0
1000118315,1,9,2,4,3,13,0
1000118316,2,5,1,2,2,20,0
1000118317,3,7,1,3,3,11,0
1000118318,2,6,2,1,3,14,0
1000118319,3,6,1,2,3,2,0
1000118320,4,8,1,4,3,14,0
1000118321,2,8,3,4,1,5,0
1000118322,4,8,2,4,2,5,0
1000118323,1,5,1,3,1,15,0
1000118324,6,6,2,1,3,19,0
1000118325,4,5,2,1,2,3,0
1000118326,1,7,3,3,1,1,0
1000118327,2,8,3,2,3,17,0
1000118328,3,5,2,1,2,4,0
1000118329,4,8,2,3,3,9,0
1000118330,1,9,3,4,2,10,0
1000118331,1,8,2,3,3,17,0
1000118332,4,8,3,2,3,10,0
1000118333,6,6,1,2,3,11,0
1000118334,5,7,3,3,1,14,0
1000118335,2,6,1,2,3,16,0
1000118336,1,6,1,2,3,14,0
1000118337,3,6,2,2,2,15,0
1000118338,2,8,1,4,3,1,0
1000118339,3,4,2,1,1,5,0
1000118340,4,9,3,4,2,3,0
1000118341,6,4,1,2,1,8,0
1000118342,6,6,3,2,1,1,0
1000118343,6,4,1,1,2,14,0
1000118344,2,7,3,3,1,13,0
1000118345,5,6,3,1,2,7,0
1000118346,1,7,2,3,2,10,0
1000118347,5,8,3,3,2,3,0
1000118348,5,7,2,4,1,15,0
1000118349,2,6,2,1,3,20,0
1000118350,3,6,3,2,1,6,0
1000118351,3,5,1,3,1,2,0
1000118352,2,6,1,4,1,12,0
1000118353,2,7,1,4,2,4,0
1000118354,6,6,3,1,2,15,0
1000118355,4,6,3,2,1,16,0
1000118356,5,7,2,2,3,19,0
1000118357,3,8,2,3,3,19,0
1000118358,2,5,1,2,2,7,0
1000118359,4,7,3,3,1,12,0
1000118360,4,6,2,2,2,20,0
1000118361,6,6,2,2,2,5,0
1000118362,3,8,3,3,2,13,0
1000118363,5,5,1,2,2,2,0
1000118364,6,8,1,4,3,12,0
1000118365,3,6,1,4,1,19,0
1000118366,6,9,3,4,2,14,0
1000118367,5,7,1,4,2,3,0
1000118368,5,4,2,1,1,20,0
1000118369,4,7,2,4,1,4,0
1000118370,1,7,1,3,3,20,0
1000118371,4,8,2,4,2,5,1
1000118372,2,6,3,1,2,18,0
1000118373,4,4,2,1,1,10,0
1000118374,3,7,3,1,3,13,0
1000118375,2,7,2,3,2,4,0
1000118376,5,6,2,3,1,11,0
1000118377,4,4,1,1,2,5,0
1000118378,6,6,3,1,2,9,0
1000118379,2,5,2,1,2,18,0
1000118380,2,4,1,1,2,9,0
1000118381,6,9,3,4,2,18,0
1000118382,3,5,2,2,1,19,0
1000118383,6,5,1,2,2,6,0
1000118384,2,5,2,1,2,1,0
1000118385,1,6,1,3,2,7,0
1000118386,5,10,3,4,3,12,0
1000118387,6,6,2,3,1,16,0
1000118388,1,6,1,4,1,6,0
1000118389,1,7,3,2,2,6,0
1000118390,1,4,2,1,1,18,0
1000118391,5,5,2,2,1,4,0
1000118392,2,4,1,2,1,13,0
1000118393,6,4,2,1,1,5,0
1000118394,6,4,2,1,1,9,0
1000118395,5,6,2,1,3,1,0
1000118396,5,5,1,3,1,5,0
1000118397,5,7,2,4,1,15,0
1000118398,1,6,1,4,1,16,0
1000118399,5,5,1,3,1,16,0
1000118400,1,7,1,3,3,3,0
1000118401,6,8,2,3,3,14,0
1000118402,6,7,3,1,3,3,0
1000118403,5,6,2,3,1,20,0
1000118404,5,7,2,2,3,12,0
1000118405,5,4,1,2,1,14,0
1000118406,6,8,2,3,3,1,0
1000118407,1,7,2,3,2,6,0
1000118408,4,5,1,1,3,2,0
1000118409,5,7,2,3,2,1,0
1000118410,4,8,3,4,1,3,0
1000118411,2,7,2,2,3,1,0
1000118412,5,6,1,3,2,1,0
1000118413,5,7,3,3,1,17,0
1000118414,6,8,3,4,1,2,0
1000118415,1,6,2,3,1,9,0
1000118416,1,6,2,3,1,5,0
1000118417,6,5,1,3,1,14,0
1000118418,4,6,3,2,1,20,0
1000118419,2,7,3,3,1,7,0
1000118420,1,4,1,2,1,20,0
1000118421,4,7,1,3,3,17,0
1000118422,2,7,2,4,1,17,0
1000118423,2,7,3,2,2,5,0
1000118424,6,8,3,2,3,17,0
1000118425,3,5,2,2,1,3,0
1000118426,1,5,2,2,1,7,0
1000118427,6,8,3,4,1,13,0
1000118428,1,7,3,1,3,6,0
1000118429,4,10,3,4,3,16,0
1000118430,4,5,1,3,1,10,0
1000118431,4,8,3,2,3,11,0
1000118432,5,8,2,3,3,6,0
1000118433,5,5,3,1,1,14,0
1000118434,4,6,2,2,2,4,0
1000118435,4,7,3,3,1,3,0
1000118436,3,9,3,3,3,20,0
1000118437,4,6,3,1,2,3,0
1000118438,2,9,3,4,2,14,0
1000118439,1,7,2,2,3,17,0
1000118440,2,8,3,2,3,8,0
1000118441,6,5,1,1,3,4,0
1000118442,2,9,3,3,3,9,0
1000118443,5,6,3,2,1,1,0
1000118444,2,7,1,4,2,4,0
1000118445,2,9,2,4,3,3,0
1000118446,6,8,2,4,2,17,0
1000118447,2,9,2,4,3,6,0
1000118448,3,8,2,4,2,1,0
1000118449,4,5,1,2,2,8,0
1000118450,1,6,3,1,2,9,0
1000118451,6,6,1,4,1,18,0
1000118452,6,3,1,1,1,15,0
1000118453,1,7,2,2,3,19,0
1000118454,5,8,2,3,3,9,0
1000118455,6,9,3,4,2,1,0
1000118456,1,7,2,3,2,2,0
1000118457,3,4,2,1,1,3,0
1000118458,3,9,3,4,2,7,0
1000118459,5,7,2,2,3,5,0
1000118460,2,9,3,4,2,20,0
1000118461,5,7,3,1,3,12,0
1000118462,1,8,1,4,3,17,0
1000118463,6,10,3,4,3,9,0
1000118464,5,4,1,2,1,17,0
1000118465,6,6,1,4,1,16,0
1000118466,5,7,2,3,2,11,0
1000118467,4,6,1,2,3,5,0
1000118468,2,7,2,3,2,19,0
1000118469,2,7,1,4,2,20,0
1000118470,5,8,3,4,1,4,0
1000118471,2,5,1,3,1,13,0
1000118472,4,6,2,1,3,9,0
1000118473,4,7,3,1,3,10,0
1000118474,6,8,1,4,3,6,0
1000118475,5,6,2,3,1,9,0
1000118476,2,9,3,4,2,12,0
1000118477,2,9,2,4,3,10,0
1000118478,6,6,1,4,1,20,0
1000118479,4,5,3,1,1,15,0
1000118480,1,10,3,4,3,20,0
1000118481,6,7,2,3,2,14,0
1000118482,5,4,2,1,1,2,0
1000118483,3,8,2,3,3,14,0
1000118484,1,4,2,1,1,16,0
1000118485,4,9,3,4,2,11,0
1000118486,3,8,2,4,2,10,0
1000118487,3,7,1,4,2,1,0
1000118488,6,5,1,1,3,4,0
1000118489,5,7,1,3,3,2,0
1000118490,3,5,1,3,1,19,0
1000118491,2,7,2,2,3,5,0
1000118492,6,5,1,1,3,12,0
1000118493,5,8,2,3,3,12,0
1000118494,1,10,3,4,3,17,0
1000118495,4,6,2,2,2,2,0
1000118496,1,10,3,4,3,1,0
1000118497,4,4,1,1,2,11,0
1000118498,5,8,2,3,3,20,0
1000118499,4,4,2,1,1,20,0
1000118500,3,4,2,1,1,8,0
1000118501,1,5,3,1,1,4,0
1000118502,6,5,1,2,2,18,0
1000118503,4,4,2,1,1,17,0
1000118504,5,7,3,3,1,18,0
1000118505,1,9,3,4,2,20,0
1000118506,5,7,3,2,2,12,0
1000118507,6,9,2,4,3,13,0
1000118508,3,6,3,2,1,1,0
1000118509,5,7,3,1,3,12,0
1000118510,4,6,2,2,2,16,0
1000118511,4,6,3,1,2,13,0
1000118512,1,9,3,3,3,4,0
1000118513,2,3,1,1,1,20,0
1000118514,5,6,1,3,2,17,0
1000118515,4,8,3,2,3,20,0
1000118516,2,6,2,1,3,12,0
1000118517,2,6,3,1,2,4,0
1000118518,4,5,1,3,1,16,0
1000118519,4,6,2,3,1,20,0
1000118520,6,5,2,1,2,8,0
1000118521,2,7,1,3,3,2,0
1000118522,2,6,2,1,3,19,0
1000118523,4,6,3,2,1,15,0
1000118524,5,5,2,2,1,14,0
1000118525,6,5,1,3,1,14,0
1000118526,3,5,1,2,2,1,0
1000118527,2,9,3,3,3,15,0
1000118528,1,6,1,2,3,11,0
1000118529,6,5,1,2,2,20,0
1000118530,2,7,1,4,2,16,0
1000118531,1,6,2,2,2,19,0
1000118532,2,8,2,4,2,9,0
1000118533,4,9,2,4,3,10,0
1000118534,5,5,1,2,2,20,0
1000118535,6,7,2,4,1,8,0
1000118536,1,6,1,3,2,9,0
1000118537,6,5,1,1,3,12,0
1000118538,2,4,1,1,2,14,0
1000118539,3,7,2,2,3,5,0
1000118540,1,8,1,4,3,3,0
1000118541,6,4,2,1,1,17,0
1000118542,5,6,3,1,2,3,0
1000118543,2,9,3,3,3,12,0
1000118544,2,3,1,1,1,7,0
1000118545,1,10,3,4,3,16,0
1000118546,4,7,3,3,1,4,0
1000118547,2,9,2,4,3,13,0
1000118548,6,4,1,2,1,20,0
1000118549,3,6,3,1,2,3,0
1000118550,1,6,1,2,3,3,0
1000118551,3,8,2,4,2,20,0
1000118552,5,8,1,4,3,16,0
1000118553,1,5,3,1,1,12,0
1000118554,4,7,3,1,3,4,0
1000118555,5,3,1,1,1,16,0
1000118556,5,5,3,1,1,6,0
1000118557,3,7,1,4,2,8,0
1000118558,3,6,1,4,1,6,0
1000118559,4,7,1,3,3,9,0
1000118560,4,9,3,3,3,17,0
1000118561,2,8,3,2,3,5,0
1000118562,1,7,3,1,3,5,0
1000118563,5,4,1,2,1,14,0
1000118564,2,6,2,3,1,4,0
1000118565,6,3,1,1,1,15,0
1000118566,6,4,1,2,1,4,0
1000118567,3,4,1,2,1,11,0
1000118568,3,6,3,1,2,2,0
1000118569,1,8,3,3,2,17,0
1000118570,6,7,2,3,2,5,0
1000118571,3,10,3,4,3,9,0
1000118572,4,8,2,3,3,1,0
1000118573,1,7,2,3,2,19,0
1000118574,6,6,1,4,1,16,0
1000118575,6,7,2,3,2,3,0
1000118576,4,9,2,4,3,6,0
1000118577,3,7,2,3,2,13,0
1000118578,3,9,3,3,3,6,0
1000118579,5,5,3,1,1,7,0
1000118580,2,7,3,2,2,2,0
1000118581,4,4,1,1,2,11,0
1000118582,4,10,3,4,3,11,0
1000118583,3,3,1,1,1,7,0
1000118584,3,7,1,3,3,5,0
1000118585,1,8,3,4,1,13,0
1000118586,2,5,1,3,1,4,0
1000118587,1,7,3,1,3,13,0
1000118588,3,4,1,2,1,11,0
1000118589,4,7,3,1,3,1,0
1000118590,3,7,2,2,3,9,0
1000118591,3,8,3,2,3,18,0
1000118592,6,6,2,2,2,18,0
1000118593,3,5,3,1,1,6,0
1000118594,3,4,1,2,1,2,0
1000118595,4,8,3,4,1,4,0
1000118596,4,5,3,1,1,13,0
1000118597,5,7,2,2,3,12,0
1000118598,1,9,3,3,3,18,0
1000118599,6,6,3,2,1,18,0
1000118600,4,7,2,3,2,19,0
1000118601,1,6,3,2,1,10,0
1000118602,6,6,1,3,2,16,0
1000118603,3,7,2,4,1,17,0
1000118604,3,6,3,2,1,16,0
1000118605,1,6,1,4,1,4,0
1000118606,3,4,1,2,1,8,0
1000118607,2,7,2,3,2,6,0
1000118608,2,8,3,3,2,9,0
1000118609,4,7,3,2,2,14,0
1000118610,2,6,1,3,2,9,0
1000118611,6,9,3,4,2,8,0
1000118612,5,8,3,2,3,9,0
1000118613,4,5,3,1,1,14,0
1000118614,5,7,2,2,3,13,0
1000118615,4,8,3,2,3,15,0
1000118616,2,4,1,2,1,13,0
1000118617,6,6,2,3,1,8,0
1000118618,6,6,2,2,2,8,0
1000118619,3,7,3,3,1,12,0
1000118620,4,10,3,4,3,7,0
1000118621,3,9,3,3,3,9,0
1000118622,2,6,3,1,2,4,0
1000118623,1,7,3,1,3,5,0
1000118624,6,8,1,4,3,17,0
1000118625,3,4,2,1,1,12,0
1000118626,1,4,1,2,1,1,0
1000118627,6,7,1,3,3,19,0
1000118628,1,6,2,3,1,12,0
1000118629,1,6,1,2,3,15,0
1000118630,6,9,2,4,3,7,0
1000118631,3,8,3,2,3,20,0
1000118632,1,7,3,1,3,6,0
1000118633,1,4,1,2,1,18,0
1000118634,2,6,1,4,1,6,0
1000118635,3,5,1,1,3,19,0
1000118636,6,8,2,4,2,14,0
1000118637,2,8,2,3,3,16,0
1000118638,2,3,1,1,1,13,0
1000118639,2,7,3,1,3,15,0
1000118640,5,5,3,1,1,11,0
1000118641,4,8,1,4,3,13,0
1000118642,5,4,1,1,2,20,0
1000118643,6,10,3,4,3,13,0
1000118644,2,6,2,1,3,12,0
1000118645,4,5,1,3,1,14,0
1000118646,3,5,1,2,2,20,0
1000118647,3,7,3,2,2,19,0
1000118648,5,6,2,3,1,20,0
1000118649,3,5,2,1,2,17,0
1000118650,5,6,3,1,2,17,0
1000118651,4,7,3,1,3,4,0
1000118652,1,9,2,4,3,3,0
1000118653,1,3,1,1,1,14,0
1000118654,2,6,1,3,2,18,0
1000118655,4,6,1,3,2,7,0
1000118656,3,7,2,4,1,8,0
1000118657,6,8,2,4,2,8,0
1000118658,5,4,1,2,1,8,0
1000118659,3,6,2,1,3,19,0
1000118660,6,5,1,1,3,16,0
1000118661,3,8,1,4,3,1,0
1000118662,1,5,1,2,2,8,0
1000118663,5,8,1,4,3,20,0
1000118664,1,6,2,3,1,17,0
1000118665,3,5,1,2,2,4,0
1000118666,5,7,2,2,3,13,0
1000118667,2,8,1,4,3,4,0
1000118668,2,8,2,3,3,6,0
1000118669,4,7,1,3,3,15,0
1000118670,3,9,3,3,3,9,0
1000118671,1,4,1,2,1,4,0
1000118672,6,6,3,2,1,2,0
1000118673,2,8,3,4,1,6,0
1000118674,2,8,1,4,3,1,0
1000118675,3,6,2,2,2,6,0
1000118676,1,5,1,2,2,4,0
1000118677,4,4,1,2,1,11,0
1000118678,6,4,2,1,1,19,0
1000118679,1,5,3,1,1,20,0
1000118680,6,7,1,3,3,7,0
1000118681,4,7,2,2,3,2,0
1000118682,2,6,2,1,3,8,0
1000118683,2,8,3,2,3,13,0
1000118684,3,6,1,3,2,8,0
1000118685,2,7,1,4,2,9,0
1000118686,6,9,2,4,3,19,0
1000118687,6,6,2,2,2,13,0
1000118688,1,6,2,2,2,5,0
1000118689,6,6,1,4,1,13,0
1000118690,3,5,1,3,1,19,0
1000118691,1,7,2,4,1,9,0
1000118692,2,7,3,2,2,3,0
1000118693,5,9,2,4,3,9,0
1000118694,5,7,3,3,1,20,0
1000118695,4,7,3,3,1,10,0
1000118696,6,6,2,1,3,3,0
1000118697,4,4,1,2,1,17,0
1000118698,3,8,3,4,1,11,0
1000118699,4,8,3,4,1,15,0
1000118700,6,7,3,3,1,6,0
1000118701,5,6,1,2,3,20,0
1000118702,1,8,3,2,3,12,0
1000118703,6,8,3,4,1,20,0
1000118704,5,4,1,2,1,16,0
1000118705,3,8,3,3,2,11,0
1000118706,4,6,2,3,1,14,0
1000118707,5,9,2,4,3,6,0
1000118708,2,5,2,2,1,4,0
1000118709,6,7,1,4,2,20,0
1000118710,2,8,1,4,3,16,0
1000118711,3,8,1,4,3,8,0
1000118712,5,5,1,2,2,4,0
1000118713,2,5,2,1,2,12,0
1000118714,1,6,2,1,3,9,0
1000118715,4,9,2,4,3,13,0
1000118716,2,8,3,3,2,13,0
1000118717,6,5,1,1,3,16,0
1000118718,5,6,2,1,3,8,0
1000118719,2,6,1,3,2,15,0
